"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.rmse","base1cd5-no_graphs - train.rmse__MIN","base1cd5-no_graphs - train.rmse__MAX","base1cd5-no_graphs - valid.rmse","base1cd5-no_graphs - valid.rmse__MIN","base1cd5-no_graphs - valid.rmse__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.rmse","base3cd5_s1n64-all_graphs - train.rmse__MIN","base3cd5_s1n64-all_graphs - train.rmse__MAX","base3cd5_s1n64-all_graphs - valid.rmse","base3cd5_s1n64-all_graphs - valid.rmse__MIN","base3cd5_s1n64-all_graphs - valid.rmse__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.rmse","DeepSTABp - train.rmse__MIN","DeepSTABp - train.rmse__MAX","DeepSTABp - valid.rmse","DeepSTABp - valid.rmse__MIN","DeepSTABp - valid.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.rmse","base3d5_s1n16-all_graphs-bs64 - train.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - train.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - valid.rmse","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.rmse","base3d5_s1n64-all_graphs - train.rmse__MIN","base3d5_s1n64-all_graphs - train.rmse__MAX","base3d5_s1n64-all_graphs - valid.rmse","base3d5_s1n64-all_graphs - valid.rmse__MIN","base3d5_s1n64-all_graphs - valid.rmse__MAX"
"226","225","225","225","3.21956205368042","3.21956205368042","3.21956205368042","4.367549896240234","4.367549896240234","4.367549896240234","225","225","225","2.1440165042877197","2.1440165042877197","2.1440165042877197","4.5598320960998535","4.5598320960998535","4.5598320960998535","225","225","225","2.35","2.35","2.35","4.3","4.3","4.3","225","225","225","4.227209568023682","4.227209568023682","4.227209568023682","4.828017711639404","4.828017711639404","4.828017711639404","225","225","225","2.367281913757324","2.367281913757324","2.367281913757324","4.689269065856934","4.689269065856934","4.689269065856934"
"227","226","226","226","3.2037036418914795","3.2037036418914795","3.2037036418914795","4.344122886657715","4.344122886657715","4.344122886657715","226","226","226","2.019150495529175","2.019150495529175","2.019150495529175","4.727689743041992","4.727689743041992","4.727689743041992","226","226","226","2.35","2.35","2.35","4.3","4.3","4.3","226","226","226","4.1527509689331055","4.1527509689331055","4.1527509689331055","4.8655781745910645","4.8655781745910645","4.8655781745910645","226","226","226","2.266185998916626","2.266185998916626","2.266185998916626","4.589624404907227","4.589624404907227","4.589624404907227"
"228","227","227","227","3.2546050548553467","3.2546050548553467","3.2546050548553467","4.414584636688232","4.414584636688232","4.414584636688232","227","227","227","2.0775229930877686","2.0775229930877686","2.0775229930877686","4.642246246337891","4.642246246337891","4.642246246337891","227","227","227","2.35","2.35","2.35","4.3","4.3","4.3","227","227","227","4.120656967163086","4.120656967163086","4.120656967163086","4.850546836853027","4.850546836853027","4.850546836853027","227","227","227","2.230057954788208","2.230057954788208","2.230057954788208","4.501410007476807","4.501410007476807","4.501410007476807"
"229","228","228","228","3.203577756881714","3.203577756881714","3.203577756881714","4.507758140563965","4.507758140563965","4.507758140563965","228","228","228","2.067788600921631","2.067788600921631","2.067788600921631","4.735220432281494","4.735220432281494","4.735220432281494","228","228","228","2.35","2.35","2.35","4.3","4.3","4.3","228","228","228","4.264195442199707","4.264195442199707","4.264195442199707","4.776243209838867","4.776243209838867","4.776243209838867","228","228","228","2.3033292293548584","2.3033292293548584","2.3033292293548584","4.845670223236084","4.845670223236084","4.845670223236084"
"230","229","229","229","3.204633951187134","3.204633951187134","3.204633951187134","4.299254894256592","4.299254894256592","4.299254894256592","229","229","229","2.038576364517212","2.038576364517212","2.038576364517212","4.609195709228516","4.609195709228516","4.609195709228516","229","229","229","2.35","2.35","2.35","4.3","4.3","4.3","229","229","229","4.1671576499938965","4.1671576499938965","4.1671576499938965","5.028567314147949","5.028567314147949","5.028567314147949","229","229","229","2.249431610107422","2.249431610107422","2.249431610107422","4.562231063842773","4.562231063842773","4.562231063842773"
"231","230","230","230","3.1327402591705322","3.1327402591705322","3.1327402591705322","4.374396324157715","4.374396324157715","4.374396324157715","230","230","230","1.971603274345398","1.971603274345398","1.971603274345398","4.628387928009033","4.628387928009033","4.628387928009033","230","230","230","2.35","2.35","2.35","4.3","4.3","4.3","230","230","230","4.204145908355713","4.204145908355713","4.204145908355713","4.665030479431152","4.665030479431152","4.665030479431152","230","230","230","2.212498903274536","2.212498903274536","2.212498903274536","4.642747402191162","4.642747402191162","4.642747402191162"
"232","231","231","231","3.209479808807373","3.209479808807373","3.209479808807373","4.382600784301758","4.382600784301758","4.382600784301758","231","231","231","2.0190861225128174","2.0190861225128174","2.0190861225128174","4.670482635498047","4.670482635498047","4.670482635498047","231","231","231","2.35","2.35","2.35","4.3","4.3","4.3","231","231","231","4.145190715789795","4.145190715789795","4.145190715789795","5.045336723327637","5.045336723327637","5.045336723327637","231","231","231","2.2616562843322754","2.2616562843322754","2.2616562843322754","4.595943450927734","4.595943450927734","4.595943450927734"
"233","232","232","232","3.1608691215515137","3.1608691215515137","3.1608691215515137","4.465297698974609","4.465297698974609","4.465297698974609","232","232","232","1.9525442123413086","1.9525442123413086","1.9525442123413086","4.679370880126953","4.679370880126953","4.679370880126953","232","232","232","2.35","2.35","2.35","4.3","4.3","4.3","232","232","232","4.299426555633545","4.299426555633545","4.299426555633545","5.133601665496826","5.133601665496826","5.133601665496826","232","232","232","2.180870771408081","2.180870771408081","2.180870771408081","4.835326194763184","4.835326194763184","4.835326194763184"
"234","233","233","233","3.169097900390625","3.169097900390625","3.169097900390625","4.477202892303467","4.477202892303467","4.477202892303467","233","233","233","1.9798583984375","1.9798583984375","1.9798583984375","4.8302178382873535","4.8302178382873535","4.8302178382873535","233","233","233","2.35","2.35","2.35","4.3","4.3","4.3","233","233","233","4.254131317138672","4.254131317138672","4.254131317138672","4.790465831756592","4.790465831756592","4.790465831756592","233","233","233","2.2819314002990723","2.2819314002990723","2.2819314002990723","5.042881965637207","5.042881965637207","5.042881965637207"
"235","234","234","234","3.2144315242767334","3.2144315242767334","3.2144315242767334","4.439088821411133","4.439088821411133","4.439088821411133","234","234","234","2.0835180282592773","2.0835180282592773","2.0835180282592773","4.595047950744629","4.595047950744629","4.595047950744629","234","234","234","2.35","2.35","2.35","4.3","4.3","4.3","234","234","234","4.188296794891357","4.188296794891357","4.188296794891357","4.771204471588135","4.771204471588135","4.771204471588135","234","234","234","2.305053472518921","2.305053472518921","2.305053472518921","4.632322788238525","4.632322788238525","4.632322788238525"
"236","235","235","235","3.1578187942504883","3.1578187942504883","3.1578187942504883","4.390741348266602","4.390741348266602","4.390741348266602","235","235","235","2.0138847827911377","2.0138847827911377","2.0138847827911377","4.524599552154541","4.524599552154541","4.524599552154541","235","235","235","2.35","2.35","2.35","4.3","4.3","4.3","235","235","235","4.212159156799316","4.212159156799316","4.212159156799316","4.647470474243164","4.647470474243164","4.647470474243164","235","235","235","2.2244393825531006","2.2244393825531006","2.2244393825531006","4.651310443878174","4.651310443878174","4.651310443878174"
"237","236","236","236","3.2724602222442627","3.2724602222442627","3.2724602222442627","4.380483627319336","4.380483627319336","4.380483627319336","236","236","236","2.2094666957855225","2.2094666957855225","2.2094666957855225","4.836634635925293","4.836634635925293","4.836634635925293","236","236","236","2.35","2.35","2.35","4.3","4.3","4.3","236","236","236","4.18869686126709","4.18869686126709","4.18869686126709","4.775310516357422","4.775310516357422","4.775310516357422","236","236","236","2.394598960876465","2.394598960876465","2.394598960876465","4.632575511932373","4.632575511932373","4.632575511932373"
"238","237","237","237","3.141178607940674","3.141178607940674","3.141178607940674","4.577900409698486","4.577900409698486","4.577900409698486","237","237","237","1.929700255393982","1.929700255393982","1.929700255393982","4.7645134925842285","4.7645134925842285","4.7645134925842285","237","237","237","2.35","2.35","2.35","4.3","4.3","4.3","237","237","237","4.165746212005615","4.165746212005615","4.165746212005615","4.660336971282959","4.660336971282959","4.660336971282959","237","237","237","2.185648202896118","2.185648202896118","2.185648202896118","4.565667629241943","4.565667629241943","4.565667629241943"
"239","238","238","238","3.1518197059631348","3.1518197059631348","3.1518197059631348","4.390598773956299","4.390598773956299","4.390598773956299","238","238","238","1.882860541343689","1.882860541343689","1.882860541343689","4.534687042236328","4.534687042236328","4.534687042236328","238","238","238","2.35","2.35","2.35","4.3","4.3","4.3","238","238","238","4.219629287719727","4.219629287719727","4.219629287719727","4.90999174118042","4.90999174118042","4.90999174118042","238","238","238","2.2066738605499268","2.2066738605499268","2.2066738605499268","4.982663631439209","4.982663631439209","4.982663631439209"
"240","239","239","239","3.1031131744384766","3.1031131744384766","3.1031131744384766","4.430872917175293","4.430872917175293","4.430872917175293","239","239","239","1.8990451097488403","1.8990451097488403","1.8990451097488403","4.990805625915527","4.990805625915527","4.990805625915527","239","239","239","2.35","2.35","2.35","4.3","4.3","4.3","239","239","239","4.138789653778076","4.138789653778076","4.138789653778076","4.879530429840088","4.879530429840088","4.879530429840088","239","239","239","2.180091619491577","2.180091619491577","2.180091619491577","4.755739212036133","4.755739212036133","4.755739212036133"
"241","240","240","240","3.1877877712249756","3.1877877712249756","3.1877877712249756","4.389191627502441","4.389191627502441","4.389191627502441","240","240","240","2.0480551719665527","2.0480551719665527","2.0480551719665527","4.50944185256958","4.50944185256958","4.50944185256958","240","240","240","2.35","2.35","2.35","4.3","4.3","4.3","240","240","240","4.191218852996826","4.191218852996826","4.191218852996826","5.294619083404541","5.294619083404541","5.294619083404541","240","240","240","2.2652275562286377","2.2652275562286377","2.2652275562286377","4.506861209869385","4.506861209869385","4.506861209869385"
"242","241","241","241","3.1517844200134277","3.1517844200134277","3.1517844200134277","4.530582427978516","4.530582427978516","4.530582427978516","241","241","241","1.8916391134262085","1.8916391134262085","1.8916391134262085","4.538899898529053","4.538899898529053","4.538899898529053","241","241","241","2.35","2.35","2.35","4.3","4.3","4.3","241","241","241","4.119777679443359","4.119777679443359","4.119777679443359","4.737455368041992","4.737455368041992","4.737455368041992","241","241","241","2.1569812297821045","2.1569812297821045","2.1569812297821045","4.8368239402771","4.8368239402771","4.8368239402771"
"243","242","242","242","3.2081241607666016","3.2081241607666016","3.2081241607666016","4.379001140594482","4.379001140594482","4.379001140594482","242","242","242","1.9723929166793823","1.9723929166793823","1.9723929166793823","4.444787979125977","4.444787979125977","4.444787979125977","242","242","242","2.35","2.35","2.35","4.3","4.3","4.3","242","242","242","4.155860424041748","4.155860424041748","4.155860424041748","5.1669921875","5.1669921875","5.1669921875","242","242","242","2.3087432384490967","2.3087432384490967","2.3087432384490967","5.027014255523682","5.027014255523682","5.027014255523682"
"244","243","243","243","3.1674911975860596","3.1674911975860596","3.1674911975860596","4.3790998458862305","4.3790998458862305","4.3790998458862305","243","243","243","2.073432445526123","2.073432445526123","2.073432445526123","4.893171787261963","4.893171787261963","4.893171787261963","243","243","243","2.35","2.35","2.35","4.3","4.3","4.3","243","243","243","4.16212797164917","4.16212797164917","4.16212797164917","5.140151023864746","5.140151023864746","5.140151023864746","243","243","243","2.236614942550659","2.236614942550659","2.236614942550659","4.66301155090332","4.66301155090332","4.66301155090332"
"245","244","244","244","3.1730823516845703","3.1730823516845703","3.1730823516845703","4.356235504150391","4.356235504150391","4.356235504150391","244","244","244","2.0612425804138184","2.0612425804138184","2.0612425804138184","4.545135498046875","4.545135498046875","4.545135498046875","244","244","244","2.35","2.35","2.35","4.3","4.3","4.3","244","244","244","4.150158882141113","4.150158882141113","4.150158882141113","4.729568958282471","4.729568958282471","4.729568958282471","244","244","244","2.3857014179229736","2.3857014179229736","2.3857014179229736","4.637563228607178","4.637563228607178","4.637563228607178"
"246","245","245","245","3.1936020851135254","3.1936020851135254","3.1936020851135254","4.330050468444824","4.330050468444824","4.330050468444824","245","245","245","2.189162015914917","2.189162015914917","2.189162015914917","4.528964042663574","4.528964042663574","4.528964042663574","245","245","245","2.35","2.35","2.35","4.3","4.3","4.3","245","245","245","4.223054885864258","4.223054885864258","4.223054885864258","4.527773380279541","4.527773380279541","4.527773380279541","245","245","245","2.3383870124816895","2.3383870124816895","2.3383870124816895","4.747352600097656","4.747352600097656","4.747352600097656"
"247","246","246","246","3.266470432281494","3.266470432281494","3.266470432281494","4.424259662628174","4.424259662628174","4.424259662628174","246","246","246","2.287830114364624","2.287830114364624","2.287830114364624","5.133129596710205","5.133129596710205","5.133129596710205","246","246","246","2.35","2.35","2.35","4.3","4.3","4.3","246","246","246","4.358216285705566","4.358216285705566","4.358216285705566","4.88728666305542","4.88728666305542","4.88728666305542","246","246","246","2.4087412357330322","2.4087412357330322","2.4087412357330322","4.660449504852295","4.660449504852295","4.660449504852295"
"248","247","247","247","3.2210018634796143","3.2210018634796143","3.2210018634796143","4.429163455963135","4.429163455963135","4.429163455963135","247","247","247","2.17148756980896","2.17148756980896","2.17148756980896","4.753917694091797","4.753917694091797","4.753917694091797","247","247","247","2.35","2.35","2.35","4.3","4.3","4.3","247","247","247","4.2356133460998535","4.2356133460998535","4.2356133460998535","5.213950157165527","5.213950157165527","5.213950157165527","247","247","247","2.369480848312378","2.369480848312378","2.369480848312378","4.48522424697876","4.48522424697876","4.48522424697876"
"249","248","248","248","3.1566805839538574","3.1566805839538574","3.1566805839538574","4.4027533531188965","4.4027533531188965","4.4027533531188965","248","248","248","2.1064839363098145","2.1064839363098145","2.1064839363098145","4.616383075714111","4.616383075714111","4.616383075714111","248","248","248","2.35","2.35","2.35","4.3","4.3","4.3","248","248","248","4.234016418457031","4.234016418457031","4.234016418457031","4.993728160858154","4.993728160858154","4.993728160858154","248","248","248","2.22832989692688","2.22832989692688","2.22832989692688","4.768040657043457","4.768040657043457","4.768040657043457"
"250","249","249","249","3.124204397201538","3.124204397201538","3.124204397201538","4.370258331298828","4.370258331298828","4.370258331298828","249","249","249","1.949720859527588","1.949720859527588","1.949720859527588","4.665441036224365","4.665441036224365","4.665441036224365","249","249","249","2.35","2.35","2.35","4.3","4.3","4.3","249","249","249","4.135186672210693","4.135186672210693","4.135186672210693","4.757582187652588","4.757582187652588","4.757582187652588","249","249","249","2.276824712753296","2.276824712753296","2.276824712753296","4.7721171379089355","4.7721171379089355","4.7721171379089355"
"251","250","250","250","3.177741765975952","3.177741765975952","3.177741765975952","4.337279796600342","4.337279796600342","4.337279796600342","250","250","250","2.040775775909424","2.040775775909424","2.040775775909424","4.609122276306152","4.609122276306152","4.609122276306152","250","250","250","2.35","2.35","2.35","4.3","4.3","4.3","250","250","250","4.179797172546387","4.179797172546387","4.179797172546387","4.963904857635498","4.963904857635498","4.963904857635498","250","250","250","2.219590902328491","2.219590902328491","2.219590902328491","4.675211429595947","4.675211429595947","4.675211429595947"
"252","251","251","251","3.2320303916931152","3.2320303916931152","3.2320303916931152","4.377771854400635","4.377771854400635","4.377771854400635","251","251","251","2.109273672103882","2.109273672103882","2.109273672103882","4.936646461486816","4.936646461486816","4.936646461486816","251","251","251","2.35","2.35","2.35","4.3","4.3","4.3","251","251","251","4.175760269165039","4.175760269165039","4.175760269165039","4.96183443069458","4.96183443069458","4.96183443069458","251","251","251","2.258512020111084","2.258512020111084","2.258512020111084","5.026350021362305","5.026350021362305","5.026350021362305"
"253","252","252","252","3.189617395401001","3.189617395401001","3.189617395401001","4.4125895500183105","4.4125895500183105","4.4125895500183105","252","252","252","2.1370162963867188","2.1370162963867188","2.1370162963867188","4.563713550567627","4.563713550567627","4.563713550567627","252","252","252","2.35","2.35","2.35","4.3","4.3","4.3","252","252","252","4.181474685668945","4.181474685668945","4.181474685668945","4.90232515335083","4.90232515335083","4.90232515335083","252","252","252","2.309542417526245","2.309542417526245","2.309542417526245","5.389700412750244","5.389700412750244","5.389700412750244"
"254","253","253","253","3.0340561866760254","3.0340561866760254","3.0340561866760254","4.3572998046875","4.3572998046875","4.3572998046875","253","253","253","1.8472282886505127","1.8472282886505127","1.8472282886505127","4.811837673187256","4.811837673187256","4.811837673187256","253","253","253","2.35","2.35","2.35","4.3","4.3","4.3","253","253","253","4.1853251457214355","4.1853251457214355","4.1853251457214355","4.947237968444824","4.947237968444824","4.947237968444824","253","253","253","2.178739070892334","2.178739070892334","2.178739070892334","4.6624836921691895","4.6624836921691895","4.6624836921691895"
"255","254","254","254","3.139798641204834","3.139798641204834","3.139798641204834","4.521856307983398","4.521856307983398","4.521856307983398","254","254","254","2.046011209487915","2.046011209487915","2.046011209487915","4.644381046295166","4.644381046295166","4.644381046295166","254","254","254","2.35","2.35","2.35","4.3","4.3","4.3","254","254","254","4.217077732086182","4.217077732086182","4.217077732086182","4.699995517730713","4.699995517730713","4.699995517730713","254","254","254","2.289212465286255","2.289212465286255","2.289212465286255","4.633622169494629","4.633622169494629","4.633622169494629"
"256","255","255","255","3.32726788520813","3.32726788520813","3.32726788520813","4.367933750152588","4.367933750152588","4.367933750152588","255","255","255","2.295773506164551","2.295773506164551","2.295773506164551","4.778563499450684","4.778563499450684","4.778563499450684","255","255","255","2.35","2.35","2.35","4.3","4.3","4.3","255","255","255","4.245713233947754","4.245713233947754","4.245713233947754","5.199856758117676","5.199856758117676","5.199856758117676","255","255","255","2.4414045810699463","2.4414045810699463","2.4414045810699463","4.665872573852539","4.665872573852539","4.665872573852539"
"257","256","256","256","3.0768933296203613","3.0768933296203613","3.0768933296203613","4.343977928161621","4.343977928161621","4.343977928161621","256","256","256","1.973752737045288","1.973752737045288","1.973752737045288","4.670958042144775","4.670958042144775","4.670958042144775","256","256","256","2.35","2.35","2.35","4.3","4.3","4.3","256","256","256","4.26722526550293","4.26722526550293","4.26722526550293","4.854077339172363","4.854077339172363","4.854077339172363","256","256","256","2.1290760040283203","2.1290760040283203","2.1290760040283203","4.660310745239258","4.660310745239258","4.660310745239258"
"258","257","257","257","3.0767524242401123","3.0767524242401123","3.0767524242401123","4.36263370513916","4.36263370513916","4.36263370513916","257","257","257","1.8976573944091797","1.8976573944091797","1.8976573944091797","4.773319721221924","4.773319721221924","4.773319721221924","257","257","257","2.35","2.35","2.35","4.3","4.3","4.3","257","257","257","4.311115264892578","4.311115264892578","4.311115264892578","5.015203952789307","5.015203952789307","5.015203952789307","257","257","257","2.234959840774536","2.234959840774536","2.234959840774536","4.663297176361084","4.663297176361084","4.663297176361084"
"259","258","258","258","3.2083683013916016","3.2083683013916016","3.2083683013916016","4.310261249542236","4.310261249542236","4.310261249542236","258","258","258","2.121049642562866","2.121049642562866","2.121049642562866","4.48383092880249","4.48383092880249","4.48383092880249","258","258","258","2.35","2.35","2.35","4.3","4.3","4.3","258","258","258","4.141416072845459","4.141416072845459","4.141416072845459","5.835803031921387","5.835803031921387","5.835803031921387","258","258","258","2.2625625133514404","2.2625625133514404","2.2625625133514404","4.853788375854492","4.853788375854492","4.853788375854492"
"260","259","259","259","3.0417020320892334","3.0417020320892334","3.0417020320892334","4.342555046081543","4.342555046081543","4.342555046081543","259","259","259","1.9238520860671997","1.9238520860671997","1.9238520860671997","4.915158271789551","4.915158271789551","4.915158271789551","259","259","259","2.35","2.35","2.35","4.3","4.3","4.3","259","259","259","4.173558712005615","4.173558712005615","4.173558712005615","4.647441387176514","4.647441387176514","4.647441387176514","259","259","259","2.1689560413360596","2.1689560413360596","2.1689560413360596","4.700675964355469","4.700675964355469","4.700675964355469"
"261","260","260","260","3.0702261924743652","3.0702261924743652","3.0702261924743652","4.363330841064453","4.363330841064453","4.363330841064453","260","260","260","1.8212393522262573","1.8212393522262573","1.8212393522262573","4.549952030181885","4.549952030181885","4.549952030181885","260","260","260","2.35","2.35","2.35","4.3","4.3","4.3","260","260","260","4.141367435455322","4.141367435455322","4.141367435455322","4.832752227783203","4.832752227783203","4.832752227783203","260","260","260","2.186984062194824","2.186984062194824","2.186984062194824","4.8318657875061035","4.8318657875061035","4.8318657875061035"
"262","261","261","261","3.0701887607574463","3.0701887607574463","3.0701887607574463","4.503255367279053","4.503255367279053","4.503255367279053","261","261","261","1.9005250930786133","1.9005250930786133","1.9005250930786133","5.4760050773620605","5.4760050773620605","5.4760050773620605","261","261","261","2.35","2.35","2.35","4.3","4.3","4.3","261","261","261","4.156199932098389","4.156199932098389","4.156199932098389","4.780295372009277","4.780295372009277","4.780295372009277","261","261","261","2.2043471336364746","2.2043471336364746","2.2043471336364746","4.824508190155029","4.824508190155029","4.824508190155029"
"263","262","262","262","3.07532000541687","3.07532000541687","3.07532000541687","4.521186351776123","4.521186351776123","4.521186351776123","262","262","262","2.005666971206665","2.005666971206665","2.005666971206665","4.802682876586914","4.802682876586914","4.802682876586914","262","262","262","2.35","2.35","2.35","4.3","4.3","4.3","262","262","262","4.183770179748535","4.183770179748535","4.183770179748535","5.006075382232666","5.006075382232666","5.006075382232666","262","262","262","2.1280312538146973","2.1280312538146973","2.1280312538146973","4.5947394371032715","4.5947394371032715","4.5947394371032715"
"264","263","263","263","3.081390857696533","3.081390857696533","3.081390857696533","4.450582981109619","4.450582981109619","4.450582981109619","263","263","263","1.949978232383728","1.949978232383728","1.949978232383728","4.568117141723633","4.568117141723633","4.568117141723633","263","263","263","2.35","2.35","2.35","4.3","4.3","4.3","263","263","263","4.2858428955078125","4.2858428955078125","4.2858428955078125","4.789470672607422","4.789470672607422","4.789470672607422","263","263","263","2.238272190093994","2.238272190093994","2.238272190093994","4.7617106437683105","4.7617106437683105","4.7617106437683105"
"265","264","264","264","3.116520404815674","3.116520404815674","3.116520404815674","4.385967254638672","4.385967254638672","4.385967254638672","264","264","264","1.9583995342254639","1.9583995342254639","1.9583995342254639","4.68160343170166","4.68160343170166","4.68160343170166","264","264","264","2.35","2.35","2.35","4.3","4.3","4.3","264","264","264","4.148447513580322","4.148447513580322","4.148447513580322","4.690847873687744","4.690847873687744","4.690847873687744","264","264","264","2.29418683052063","2.29418683052063","2.29418683052063","4.508140563964844","4.508140563964844","4.508140563964844"
"266","265","265","265","2.955968141555786","2.955968141555786","2.955968141555786","4.339906692504883","4.339906692504883","4.339906692504883","265","265","265","1.7510654926300049","1.7510654926300049","1.7510654926300049","4.513928413391113","4.513928413391113","4.513928413391113","265","265","265","2.35","2.35","2.35","4.3","4.3","4.3","265","265","265","4.163702964782715","4.163702964782715","4.163702964782715","4.740362167358398","4.740362167358398","4.740362167358398","265","265","265","2.0992748737335205","2.0992748737335205","2.0992748737335205","4.637732028961182","4.637732028961182","4.637732028961182"
"267","266","266","266","3.0033278465270996","3.0033278465270996","3.0033278465270996","4.443883895874023","4.443883895874023","4.443883895874023","266","266","266","1.8580241203308105","1.8580241203308105","1.8580241203308105","4.833283424377441","4.833283424377441","4.833283424377441","266","266","266","2.35","2.35","2.35","4.3","4.3","4.3","266","266","266","4.166691303253174","4.166691303253174","4.166691303253174","4.923407077789307","4.923407077789307","4.923407077789307","266","266","266","2.244128942489624","2.244128942489624","2.244128942489624","4.827579498291016","4.827579498291016","4.827579498291016"
"268","267","267","267","3.0190043449401855","3.0190043449401855","3.0190043449401855","4.406830787658691","4.406830787658691","4.406830787658691","267","267","267","1.878330111503601","1.878330111503601","1.878330111503601","4.436413288116455","4.436413288116455","4.436413288116455","267","267","267","2.35","2.35","2.35","4.3","4.3","4.3","267","267","267","4.2141828536987305","4.2141828536987305","4.2141828536987305","4.980925559997559","4.980925559997559","4.980925559997559","267","267","267","2.236043691635132","2.236043691635132","2.236043691635132","4.5377349853515625","4.5377349853515625","4.5377349853515625"
"269","268","268","268","3.071500301361084","3.071500301361084","3.071500301361084","4.397891521453857","4.397891521453857","4.397891521453857","268","268","268","1.9891154766082764","1.9891154766082764","1.9891154766082764","4.5137553215026855","4.5137553215026855","4.5137553215026855","268","268","268","2.35","2.35","2.35","4.3","4.3","4.3","268","268","268","4.212026596069336","4.212026596069336","4.212026596069336","5.100315570831299","5.100315570831299","5.100315570831299","268","268","268","2.1871159076690674","2.1871159076690674","2.1871159076690674","4.592680931091309","4.592680931091309","4.592680931091309"
"270","269","269","269","3.0955917835235596","3.0955917835235596","3.0955917835235596","4.456287860870361","4.456287860870361","4.456287860870361","269","269","269","1.9549001455307007","1.9549001455307007","1.9549001455307007","4.540746688842773","4.540746688842773","4.540746688842773","269","269","269","2.35","2.35","2.35","4.3","4.3","4.3","269","269","269","4.22858190536499","4.22858190536499","4.22858190536499","5.257892608642578","5.257892608642578","5.257892608642578","269","269","269","2.2947771549224854","2.2947771549224854","2.2947771549224854","4.709404945373535","4.709404945373535","4.709404945373535"
"271","270","270","270","2.982896327972412","2.982896327972412","2.982896327972412","4.318353652954102","4.318353652954102","4.318353652954102","270","270","270","1.8590359687805176","1.8590359687805176","1.8590359687805176","4.5836968421936035","4.5836968421936035","4.5836968421936035","270","270","270","2.35","2.35","2.35","4.3","4.3","4.3","270","270","270","4.195124626159668","4.195124626159668","4.195124626159668","4.525940895080566","4.525940895080566","4.525940895080566","270","270","270","2.136847734451294","2.136847734451294","2.136847734451294","4.597099304199219","4.597099304199219","4.597099304199219"
"272","271","271","271","3.090029001235962","3.090029001235962","3.090029001235962","4.345666885375977","4.345666885375977","4.345666885375977","271","271","271","1.91315758228302","1.91315758228302","1.91315758228302","4.653330326080322","4.653330326080322","4.653330326080322","271","271","271","2.35","2.35","2.35","4.3","4.3","4.3","271","271","271","4.17941951751709","4.17941951751709","4.17941951751709","4.739724636077881","4.739724636077881","4.739724636077881","271","271","271","2.25156307220459","2.25156307220459","2.25156307220459","4.684233665466309","4.684233665466309","4.684233665466309"
"273","272","272","272","3.0829296112060547","3.0829296112060547","3.0829296112060547","4.397369861602783","4.397369861602783","4.397369861602783","272","272","272","1.9587966203689575","1.9587966203689575","1.9587966203689575","4.60195779800415","4.60195779800415","4.60195779800415","272","272","272","2.35","2.35","2.35","4.3","4.3","4.3","272","272","272","4.2218523025512695","4.2218523025512695","4.2218523025512695","4.822875022888184","4.822875022888184","4.822875022888184","272","272","272","2.22367000579834","2.22367000579834","2.22367000579834","4.561214447021484","4.561214447021484","4.561214447021484"
"274","273","273","273","3.105807065963745","3.105807065963745","3.105807065963745","4.4318718910217285","4.4318718910217285","4.4318718910217285","273","273","273","2.113084316253662","2.113084316253662","2.113084316253662","4.702822685241699","4.702822685241699","4.702822685241699","273","273","273","2.35","2.35","2.35","4.3","4.3","4.3","273","273","273","4.212699890136719","4.212699890136719","4.212699890136719","4.764136791229248","4.764136791229248","4.764136791229248","273","273","273","2.288707733154297","2.288707733154297","2.288707733154297","4.6817450523376465","4.6817450523376465","4.6817450523376465"
"275","274","274","274","3.0399088859558105","3.0399088859558105","3.0399088859558105","4.3082122802734375","4.3082122802734375","4.3082122802734375","274","274","274","1.8822170495986938","1.8822170495986938","1.8822170495986938","4.874505043029785","4.874505043029785","4.874505043029785","274","274","274","2.35","2.35","2.35","4.3","4.3","4.3","274","274","274","4.201488494873047","4.201488494873047","4.201488494873047","4.788641929626465","4.788641929626465","4.788641929626465","274","274","274","2.201586961746216","2.201586961746216","2.201586961746216","4.513240814208984","4.513240814208984","4.513240814208984"
