"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.mae","base1cd5-no_graphs - train.mae__MIN","base1cd5-no_graphs - train.mae__MAX","base1cd5-no_graphs - valid.mae","base1cd5-no_graphs - valid.mae__MIN","base1cd5-no_graphs - valid.mae__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.mae","base3cd5_s1n64-all_graphs - train.mae__MIN","base3cd5_s1n64-all_graphs - train.mae__MAX","base3cd5_s1n64-all_graphs - valid.mae","base3cd5_s1n64-all_graphs - valid.mae__MIN","base3cd5_s1n64-all_graphs - valid.mae__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.mae","DeepSTABp - train.mae__MIN","DeepSTABp - train.mae__MAX","DeepSTABp - valid.mae","DeepSTABp - valid.mae__MIN","DeepSTABp - valid.mae__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.mae","base3d5_s1n16-all_graphs-bs64 - train.mae__MIN","base3d5_s1n16-all_graphs-bs64 - train.mae__MAX","base3d5_s1n16-all_graphs-bs64 - valid.mae","base3d5_s1n16-all_graphs-bs64 - valid.mae__MIN","base3d5_s1n16-all_graphs-bs64 - valid.mae__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.mae","base3d5_s1n64-all_graphs - train.mae__MIN","base3d5_s1n64-all_graphs - train.mae__MAX","base3d5_s1n64-all_graphs - valid.mae","base3d5_s1n64-all_graphs - valid.mae__MIN","base3d5_s1n64-all_graphs - valid.mae__MAX"
"43","42","42","42","3.9635560512542725","3.9635560512542725","3.9635560512542725","3.473806619644165","3.473806619644165","3.473806619644165","42","42","42","4.185983180999756","4.185983180999756","4.185983180999756","3.6261847019195557","3.6261847019195557","3.6261847019195557","42","42","42","1.81","1.81","1.81","3.22","3.22","3.22","42","42","42","3.6381208896636963","3.6381208896636963","3.6381208896636963","3.5439436435699463","3.5439436435699463","3.5439436435699463","42","42","42","3.2001583576202393","3.2001583576202393","3.2001583576202393","3.394742250442505","3.394742250442505","3.394742250442505"
"44","43","43","43","3.862696647644043","3.862696647644043","3.862696647644043","3.494565725326538","3.494565725326538","3.494565725326538","43","43","43","4.10321044921875","4.10321044921875","4.10321044921875","3.6013262271881104","3.6013262271881104","3.6013262271881104","43","43","43","1.81","1.81","1.81","3.22","3.22","3.22","43","43","43","3.563843250274658","3.563843250274658","3.563843250274658","3.6369805335998535","3.6369805335998535","3.6369805335998535","43","43","43","3.177218437194824","3.177218437194824","3.177218437194824","3.458657741546631","3.458657741546631","3.458657741546631"
"45","44","44","44","3.829908609390259","3.829908609390259","3.829908609390259","3.491947650909424","3.491947650909424","3.491947650909424","44","44","44","4.030052661895752","4.030052661895752","4.030052661895752","3.601846218109131","3.601846218109131","3.601846218109131","44","44","44","1.81","1.81","1.81","3.22","3.22","3.22","44","44","44","3.6136231422424316","3.6136231422424316","3.6136231422424316","3.7815871238708496","3.7815871238708496","3.7815871238708496","44","44","44","3.132568836212158","3.132568836212158","3.132568836212158","3.849425792694092","3.849425792694092","3.849425792694092"
"46","45","45","45","3.912975549697876","3.912975549697876","3.912975549697876","3.4706406593322754","3.4706406593322754","3.4706406593322754","45","45","45","4.064156532287598","4.064156532287598","4.064156532287598","3.5196573734283447","3.5196573734283447","3.5196573734283447","45","45","45","1.81","1.81","1.81","3.22","3.22","3.22","45","45","45","3.6209638118743896","3.6209638118743896","3.6209638118743896","3.6636903285980225","3.6636903285980225","3.6636903285980225","45","45","45","3.1131982803344727","3.1131982803344727","3.1131982803344727","3.4099812507629395","3.4099812507629395","3.4099812507629395"
"47","46","46","46","3.8226943016052246","3.8226943016052246","3.8226943016052246","3.4470136165618896","3.4470136165618896","3.4470136165618896","46","46","46","3.9926819801330566","3.9926819801330566","3.9926819801330566","3.587953567504883","3.587953567504883","3.587953567504883","46","46","46","1.81","1.81","1.81","3.22","3.22","3.22","46","46","46","3.5393667221069336","3.5393667221069336","3.5393667221069336","4.1702494621276855","4.1702494621276855","4.1702494621276855","46","46","46","3.0359885692596436","3.0359885692596436","3.0359885692596436","3.4817256927490234","3.4817256927490234","3.4817256927490234"
"48","47","47","47","3.8790671825408936","3.8790671825408936","3.8790671825408936","3.4100539684295654","3.4100539684295654","3.4100539684295654","47","47","47","3.993696451187134","3.993696451187134","3.993696451187134","3.559912919998169","3.559912919998169","3.559912919998169","47","47","47","1.81","1.81","1.81","3.22","3.22","3.22","47","47","47","3.5763368606567383","3.5763368606567383","3.5763368606567383","3.5877084732055664","3.5877084732055664","3.5877084732055664","47","47","47","3.0590660572052","3.0590660572052","3.0590660572052","3.415644884109497","3.415644884109497","3.415644884109497"
"49","48","48","48","3.876932144165039","3.876932144165039","3.876932144165039","3.4899797439575195","3.4899797439575195","3.4899797439575195","48","48","48","3.9975860118865967","3.9975860118865967","3.9975860118865967","3.4582910537719727","3.4582910537719727","3.4582910537719727","48","48","48","1.81","1.81","1.81","3.22","3.22","3.22","48","48","48","3.5878798961639404","3.5878798961639404","3.5878798961639404","3.6855897903442383","3.6855897903442383","3.6855897903442383","48","48","48","2.9973976612091064","2.9973976612091064","2.9973976612091064","3.419734001159668","3.419734001159668","3.419734001159668"
"50","49","49","49","3.75567364692688","3.75567364692688","3.75567364692688","3.539926528930664","3.539926528930664","3.539926528930664","49","49","49","3.903592824935913","3.903592824935913","3.903592824935913","3.531937837600708","3.531937837600708","3.531937837600708","49","49","49","1.81","1.81","1.81","3.22","3.22","3.22","49","49","49","3.554266929626465","3.554266929626465","3.554266929626465","3.548996925354004","3.548996925354004","3.548996925354004","49","49","49","2.952735424041748","2.952735424041748","2.952735424041748","3.5515859127044678","3.5515859127044678","3.5515859127044678"
"51","50","50","50","3.8294029235839844","3.8294029235839844","3.8294029235839844","3.6944289207458496","3.6944289207458496","3.6944289207458496","50","50","50","3.947343111038208","3.947343111038208","3.947343111038208","3.4927937984466553","3.4927937984466553","3.4927937984466553","50","50","50","1.81","1.81","1.81","3.22","3.22","3.22","50","50","50","3.4861676692962646","3.4861676692962646","3.4861676692962646","3.8079018592834473","3.8079018592834473","3.8079018592834473","50","50","50","2.9342427253723145","2.9342427253723145","2.9342427253723145","3.5305981636047363","3.5305981636047363","3.5305981636047363"
"52","51","51","51","3.776144504547119","3.776144504547119","3.776144504547119","3.3853909969329834","3.3853909969329834","3.3853909969329834","51","51","51","3.859308958053589","3.859308958053589","3.859308958053589","3.486110210418701","3.486110210418701","3.486110210418701","51","51","51","1.81","1.81","1.81","3.22","3.22","3.22","51","51","51","3.5066611766815186","3.5066611766815186","3.5066611766815186","3.5520482063293457","3.5520482063293457","3.5520482063293457","51","51","51","2.8899941444396973","2.8899941444396973","2.8899941444396973","3.702176332473755","3.702176332473755","3.702176332473755"
"53","52","52","52","3.7215487957000732","3.7215487957000732","3.7215487957000732","3.4905354976654053","3.4905354976654053","3.4905354976654053","52","52","52","3.829733371734619","3.829733371734619","3.829733371734619","3.6361122131347656","3.6361122131347656","3.6361122131347656","52","52","52","1.81","1.81","1.81","3.22","3.22","3.22","52","52","52","3.4858558177948","3.4858558177948","3.4858558177948","3.506373643875122","3.506373643875122","3.506373643875122","52","52","52","2.862468719482422","2.862468719482422","2.862468719482422","3.698586940765381","3.698586940765381","3.698586940765381"
"54","53","53","53","3.7546350955963135","3.7546350955963135","3.7546350955963135","3.4829070568084717","3.4829070568084717","3.4829070568084717","53","53","53","3.8601255416870117","3.8601255416870117","3.8601255416870117","3.721781015396118","3.721781015396118","3.721781015396118","53","53","53","1.81","1.81","1.81","3.22","3.22","3.22","53","53","53","3.498983860015869","3.498983860015869","3.498983860015869","3.5291268825531006","3.5291268825531006","3.5291268825531006","53","53","53","2.818920373916626","2.818920373916626","2.818920373916626","3.522962808609009","3.522962808609009","3.522962808609009"
"55","54","54","54","3.7195839881896973","3.7195839881896973","3.7195839881896973","3.475748300552368","3.475748300552368","3.475748300552368","54","54","54","3.8128085136413574","3.8128085136413574","3.8128085136413574","3.4261715412139893","3.4261715412139893","3.4261715412139893","54","54","54","1.81","1.81","1.81","3.22","3.22","3.22","54","54","54","3.509570598602295","3.509570598602295","3.509570598602295","3.8536784648895264","3.8536784648895264","3.8536784648895264","54","54","54","2.7542200088500977","2.7542200088500977","2.7542200088500977","3.4423437118530273","3.4423437118530273","3.4423437118530273"
"56","55","55","55","3.693371057510376","3.693371057510376","3.693371057510376","3.3994967937469482","3.3994967937469482","3.3994967937469482","55","55","55","3.7917473316192627","3.7917473316192627","3.7917473316192627","3.393819808959961","3.393819808959961","3.393819808959961","55","55","55","1.81","1.81","1.81","3.22","3.22","3.22","55","55","55","3.4945592880249023","3.4945592880249023","3.4945592880249023","3.5685231685638428","3.5685231685638428","3.5685231685638428","55","55","55","2.761573076248169","2.761573076248169","2.761573076248169","3.7227516174316406","3.7227516174316406","3.7227516174316406"
"57","56","56","56","3.676882028579712","3.676882028579712","3.676882028579712","3.362919569015503","3.362919569015503","3.362919569015503","56","56","56","3.757427453994751","3.757427453994751","3.757427453994751","3.391876220703125","3.391876220703125","3.391876220703125","56","56","56","1.81","1.81","1.81","3.22","3.22","3.22","56","56","56","3.50384521484375","3.50384521484375","3.50384521484375","3.5772159099578857","3.5772159099578857","3.5772159099578857","56","56","56","2.739934206008911","2.739934206008911","2.739934206008911","3.587101936340332","3.587101936340332","3.587101936340332"
"58","57","57","57","3.786036491394043","3.786036491394043","3.786036491394043","3.475583791732788","3.475583791732788","3.475583791732788","57","57","57","3.9285507202148438","3.9285507202148438","3.9285507202148438","3.3844964504241943","3.3844964504241943","3.3844964504241943","57","57","57","1.81","1.81","1.81","3.22","3.22","3.22","57","57","57","3.4271814823150635","3.4271814823150635","3.4271814823150635","3.7665064334869385","3.7665064334869385","3.7665064334869385","57","57","57","2.7101523876190186","2.7101523876190186","2.7101523876190186","3.5829949378967285","3.5829949378967285","3.5829949378967285"
"59","58","58","58","3.6807634830474854","3.6807634830474854","3.6807634830474854","3.3469319343566895","3.3469319343566895","3.3469319343566895","58","58","58","3.756556272506714","3.756556272506714","3.756556272506714","3.3608977794647217","3.3608977794647217","3.3608977794647217","58","58","58","1.81","1.81","1.81","3.22","3.22","3.22","58","58","58","3.4377779960632324","3.4377779960632324","3.4377779960632324","3.5809271335601807","3.5809271335601807","3.5809271335601807","58","58","58","2.6385512351989746","2.6385512351989746","2.6385512351989746","3.7326886653900146","3.7326886653900146","3.7326886653900146"
"60","59","59","59","3.664579153060913","3.664579153060913","3.664579153060913","3.6517062187194824","3.6517062187194824","3.6517062187194824","59","59","59","3.7228126525878906","3.7228126525878906","3.7228126525878906","3.820854663848877","3.820854663848877","3.820854663848877","59","59","59","1.81","1.81","1.81","3.22","3.22","3.22","59","59","59","3.462878704071045","3.462878704071045","3.462878704071045","3.973456859588623","3.973456859588623","3.973456859588623","59","59","59","2.6459944248199463","2.6459944248199463","2.6459944248199463","3.5516510009765625","3.5516510009765625","3.5516510009765625"
"61","60","60","60","3.6025593280792236","3.6025593280792236","3.6025593280792236","3.4134578704833984","3.4134578704833984","3.4134578704833984","60","60","60","3.6749701499938965","3.6749701499938965","3.6749701499938965","3.3845906257629395","3.3845906257629395","3.3845906257629395","60","60","60","1.81","1.81","1.81","3.22","3.22","3.22","60","60","60","3.348418951034546","3.348418951034546","3.348418951034546","3.496558666229248","3.496558666229248","3.496558666229248","60","60","60","2.6299147605895996","2.6299147605895996","2.6299147605895996","3.656297206878662","3.656297206878662","3.656297206878662"
"62","61","61","61","3.6580493450164795","3.6580493450164795","3.6580493450164795","3.4314775466918945","3.4314775466918945","3.4314775466918945","61","61","61","3.7305548191070557","3.7305548191070557","3.7305548191070557","3.360063314437866","3.360063314437866","3.360063314437866","61","61","61","1.81","1.81","1.81","3.22","3.22","3.22","61","61","61","3.439286708831787","3.439286708831787","3.439286708831787","3.883378028869629","3.883378028869629","3.883378028869629","61","61","61","2.623537540435791","2.623537540435791","2.623537540435791","3.6592953205108643","3.6592953205108643","3.6592953205108643"
"63","62","62","62","3.6533095836639404","3.6533095836639404","3.6533095836639404","3.336688280105591","3.336688280105591","3.336688280105591","62","62","62","3.678211212158203","3.678211212158203","3.678211212158203","3.3709616661071777","3.3709616661071777","3.3709616661071777","62","62","62","1.81","1.81","1.81","3.22","3.22","3.22","62","62","62","3.498035430908203","3.498035430908203","3.498035430908203","3.5231597423553467","3.5231597423553467","3.5231597423553467","62","62","62","2.590718984603882","2.590718984603882","2.590718984603882","3.5340993404388428","3.5340993404388428","3.5340993404388428"
"64","63","63","63","3.787965774536133","3.787965774536133","3.787965774536133","3.6616969108581543","3.6616969108581543","3.6616969108581543","63","63","63","3.7162444591522217","3.7162444591522217","3.7162444591522217","3.3948113918304443","3.3948113918304443","3.3948113918304443","63","63","63","1.81","1.81","1.81","3.22","3.22","3.22","63","63","63","3.398111343383789","3.398111343383789","3.398111343383789","3.7172274589538574","3.7172274589538574","3.7172274589538574","63","63","63","2.588559150695801","2.588559150695801","2.588559150695801","3.5405914783477783","3.5405914783477783","3.5405914783477783"
"65","64","64","64","3.7044622898101807","3.7044622898101807","3.7044622898101807","3.3737220764160156","3.3737220764160156","3.3737220764160156","64","64","64","3.7684693336486816","3.7684693336486816","3.7684693336486816","3.601992607116699","3.601992607116699","3.601992607116699","64","64","64","1.81","1.81","1.81","3.22","3.22","3.22","64","64","64","3.390749454498291","3.390749454498291","3.390749454498291","3.5674989223480225","3.5674989223480225","3.5674989223480225","64","64","64","2.5652174949645996","2.5652174949645996","2.5652174949645996","3.584500789642334","3.584500789642334","3.584500789642334"
"66","65","65","65","3.610314130783081","3.610314130783081","3.610314130783081","3.8096415996551514","3.8096415996551514","3.8096415996551514","65","65","65","3.6137330532073975","3.6137330532073975","3.6137330532073975","3.9691200256347656","3.9691200256347656","3.9691200256347656","65","65","65","1.81","1.81","1.81","3.22","3.22","3.22","65","65","65","3.4402785301208496","3.4402785301208496","3.4402785301208496","3.526761293411255","3.526761293411255","3.526761293411255","65","65","65","2.507714033126831","2.507714033126831","2.507714033126831","3.9797065258026123","3.9797065258026123","3.9797065258026123"
"67","66","66","66","3.5933797359466553","3.5933797359466553","3.5933797359466553","3.470407485961914","3.470407485961914","3.470407485961914","66","66","66","3.606712579727173","3.606712579727173","3.606712579727173","3.3746516704559326","3.3746516704559326","3.3746516704559326","66","66","66","1.81","1.81","1.81","3.22","3.22","3.22","66","66","66","3.328022003173828","3.328022003173828","3.328022003173828","3.7076923847198486","3.7076923847198486","3.7076923847198486","66","66","66","2.4860286712646484","2.4860286712646484","2.4860286712646484","3.5406816005706787","3.5406816005706787","3.5406816005706787"
"68","67","67","67","3.5635411739349365","3.5635411739349365","3.5635411739349365","3.3411495685577393","3.3411495685577393","3.3411495685577393","67","67","67","3.5537993907928467","3.5537993907928467","3.5537993907928467","3.3931267261505127","3.3931267261505127","3.3931267261505127","67","67","67","1.81","1.81","1.81","3.22","3.22","3.22","67","67","67","3.3682496547698975","3.3682496547698975","3.3682496547698975","3.802394151687622","3.802394151687622","3.802394151687622","67","67","67","2.3740060329437256","2.3740060329437256","2.3740060329437256","3.593533992767334","3.593533992767334","3.593533992767334"
"69","68","68","68","3.5660603046417236","3.5660603046417236","3.5660603046417236","3.401008367538452","3.401008367538452","3.401008367538452","68","68","68","3.597013473510742","3.597013473510742","3.597013473510742","3.342120885848999","3.342120885848999","3.342120885848999","68","68","68","1.81","1.81","1.81","3.22","3.22","3.22","68","68","68","3.3518080711364746","3.3518080711364746","3.3518080711364746","3.569943428039551","3.569943428039551","3.569943428039551","68","68","68","2.3466973304748535","2.3466973304748535","2.3466973304748535","3.586810350418091","3.586810350418091","3.586810350418091"
"70","69","69","69","3.5608606338500977","3.5608606338500977","3.5608606338500977","3.3215882778167725","3.3215882778167725","3.3215882778167725","69","69","69","3.55142879486084","3.55142879486084","3.55142879486084","3.3056252002716064","3.3056252002716064","3.3056252002716064","69","69","69","1.81","1.81","1.81","3.22","3.22","3.22","69","69","69","3.3301801681518555","3.3301801681518555","3.3301801681518555","3.5315043926239014","3.5315043926239014","3.5315043926239014","69","69","69","2.337613344192505","2.337613344192505","2.337613344192505","3.589211940765381","3.589211940765381","3.589211940765381"
"71","70","70","70","3.595344305038452","3.595344305038452","3.595344305038452","3.4641661643981934","3.4641661643981934","3.4641661643981934","70","70","70","3.551983594894409","3.551983594894409","3.551983594894409","3.324338674545288","3.324338674545288","3.324338674545288","70","70","70","1.81","1.81","1.81","3.22","3.22","3.22","70","70","70","3.3637781143188477","3.3637781143188477","3.3637781143188477","3.8056771755218506","3.8056771755218506","3.8056771755218506","70","70","70","2.310736656188965","2.310736656188965","2.310736656188965","3.63679838180542","3.63679838180542","3.63679838180542"
"72","71","71","71","3.5562055110931396","3.5562055110931396","3.5562055110931396","3.3095359802246094","3.3095359802246094","3.3095359802246094","71","71","71","3.5445895195007324","3.5445895195007324","3.5445895195007324","3.4113454818725586","3.4113454818725586","3.4113454818725586","71","71","71","1.81","1.81","1.81","3.22","3.22","3.22","71","71","71","3.3611931800842285","3.3611931800842285","3.3611931800842285","3.538877248764038","3.538877248764038","3.538877248764038","71","71","71","2.4864389896392822","2.4864389896392822","2.4864389896392822","4.737459659576416","4.737459659576416","4.737459659576416"
